20.0,20.0,3.6767587855606516
20.0,30.0,3.7061878643177497
20.0,40.0,3.711657249859621
20.0,50.0,3.7388453848370493
20.0,60.0,3.7088875355121114
20.0,70.0,3.731722064327647
20.0,80.0,3.7094792856711947
30.0,20.0,3.779243849300835
30.0,30.0,3.7833596360012165
30.0,40.0,3.788757129922387
30.0,50.0,3.8191086659736597
30.0,60.0,3.790568374629028
30.0,70.0,3.8003350477454916
30.0,80.0,3.8036099713581777
40.0,20.0,3.8150129121485707
40.0,30.0,3.8157877550668324
40.0,40.0,3.8088006985447804
40.0,50.0,3.826426172903631
40.0,60.0,3.8090445195469775
40.0,70.0,3.8187204120330906
40.0,80.0,3.812084199741524
50.0,20.0,3.8573627547809095
50.0,30.0,3.8443726034258305
50.0,40.0,3.8414916694189074
50.0,50.0,3.8218296848560276
50.0,60.0,3.8468436756812006
50.0,70.0,3.8279651665306864
50.0,80.0,3.838467471608165
60.0,20.0,3.8251912729715403
60.0,30.0,3.834315658580393
60.0,40.0,3.8268047233589133
60.0,50.0,3.856838745759824
60.0,60.0,3.829974904332214
60.0,70.0,3.868489770765324
60.0,80.0,3.829670014366824
70.0,20.0,3.828969009928546
70.0,30.0,3.8480253623553073
70.0,40.0,3.8421335223528597
70.0,50.0,3.837023218842822
70.0,60.0,3.833465146146278
70.0,70.0,3.8351917632142207
70.0,80.0,3.8527273070108334
80.0,20.0,3.8601007599256505
80.0,30.0,3.848716890890432
80.0,40.0,3.8434706609121294
80.0,50.0,3.855396417757627
80.0,60.0,3.8435215119870976
80.0,70.0,3.847229277889824
80.0,80.0,3.839338393885905
